trade_id,trade_date,settlement_date,settlement_cycle_days,counterparty_id,counterparty_name,counterparty_region,instrument_id,instrument_type,instrument_liquidity_score,currency,is_cross_border,is_cross_currency,trade_value_usd,ssi_mismatch_flag,counterparty_historical_fail_rate,settlement_failed
TRD0002073,2025-02-09,2025-02-11,2,CPTY0037,"Baker, Mason and White",BR,ISIN000248,Corporate Bond,0.832,ZAR,1,1,28076.21,0,0.09,0
TRD0002074,2025-04-05,2025-04-06,1,CPTY0049,"Harris, Collins and Carney",IN,ISIN000257,ADR,0.8,GBP,1,1,89000.31,0,0.309,0
TRD0002075,2026-05-02,2026-05-03,1,CPTY0043,Allen-Allen,US,ISIN000296,Corporate Bond,0.886,USD,0,0,8044.17,0,0.2,0
TRD0002076,2026-02-28,2026-03-01,1,CPTY0117,Rasmussen LLC,EU,ISIN000138,Equity,0.82,CHF,1,1,384313.61,0,0.304,0
TRD0002077,2024-08-08,2024-08-10,2,CPTY0051,Walker LLC,CH,ISIN000068,ETF,0.348,BRL,1,1,56296.71,0,0.121,0
TRD0002078,2026-05-05,2026-05-07,2,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000231,Corporate Bond,0.84,BRL,1,1,182133.76,0,0.348,0
TRD0002079,2025-11-23,2025-11-24,1,CPTY0078,Jones Inc,BR,ISIN000023,ADR,0.752,SGD,1,1,64208.03,0,0.137,0
TRD0002080,2025-03-16,2025-03-19,3,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000281,Corporate Bond,0.785,GBP,1,1,1004030.07,0,0.205,0
TRD0002081,2025-01-30,2025-01-31,1,CPTY0072,Henderson-Bernard,CH,ISIN000033,Money Market,0.949,INR,1,1,45376.67,0,0.213,0
TRD0002082,2024-10-06,2024-10-07,1,CPTY0065,Morton-Chase,AU,ISIN000138,Equity,0.82,JPY,1,1,5604.57,1,0.071,0
TRD0002083,2026-03-14,2026-03-15,1,CPTY0049,"Harris, Collins and Carney",IN,ISIN000037,Government Bond,0.59,SGD,1,1,22408.24,0,0.279,0
TRD0002084,2025-04-13,2025-04-14,1,CPTY0003,Davis and Sons,JP,ISIN000081,Money Market,0.694,JPY,1,1,6090.77,0,0.211,0
TRD0002085,2025-06-06,2025-06-07,1,CPTY0094,Campbell-Clark,ZA,ISIN000199,Equity,0.451,GBP,1,1,53881.77,0,0.366,0
TRD0002086,2026-05-23,2026-05-24,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000012,ADR,0.812,USD,1,0,13238.61,0,0.143,0
TRD0002087,2025-05-08,2025-05-10,2,CPTY0074,Novak PLC,IN,ISIN000232,ADR,0.847,BRL,1,1,267866.61,0,0.108,0
TRD0002088,2026-01-30,2026-01-31,1,CPTY0012,Arnold Ltd,US,ISIN000160,Corporate Bond,0.743,EUR,0,1,43982.7,0,0.169,0
TRD0002089,2025-06-08,2025-06-09,1,CPTY0048,Hickman Ltd,UK,ISIN000213,Money Market,0.678,USD,1,0,89927.39,0,0.102,0
TRD0002090,2026-05-27,2026-05-29,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000272,ADR,0.793,CHF,1,1,128324.79,0,0.311,0
TRD0002091,2025-04-28,2025-04-30,2,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000065,Government Bond,0.639,ZAR,1,1,47558.69,0,0.174,0
TRD0002092,2025-03-22,2025-03-23,1,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000203,Equity,0.533,ZAR,1,1,26411.23,0,0.242,0
TRD0002093,2024-11-24,2024-11-25,1,CPTY0009,Abbott-Munoz,CH,ISIN000112,ADR,0.715,EUR,1,1,5444.24,0,0.036,0
TRD0002094,2025-07-22,2025-07-25,3,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000228,Corporate Bond,0.888,USD,1,0,16895.86,1,0.123,0
TRD0002095,2025-12-21,2025-12-22,1,CPTY0085,Smith PLC,US,ISIN000053,Equity,0.501,EUR,0,1,20947.48,0,0.093,0
TRD0002096,2025-07-23,2025-07-25,2,CPTY0042,Rodriguez LLC,SG,ISIN000224,Corporate Bond,0.513,INR,1,1,20222.71,0,0.065,0
TRD0002097,2025-04-13,2025-04-15,2,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000067,Money Market,0.734,EUR,1,1,62071.83,0,0.194,1
TRD0002098,2026-06-19,2026-06-21,2,CPTY0044,"Arroyo, Miller and Tucker",ZA,ISIN000151,ETF,0.658,CHF,1,1,379636.37,0,0.18,0
TRD0002099,2026-03-13,2026-03-15,2,CPTY0113,Gonzalez Group,UK,ISIN000002,ETF,0.83,GBP,1,1,109057.55,0,0.244,0
TRD0002100,2025-08-09,2025-08-10,1,CPTY0050,"Brooks, Lam and Hayes",SG,ISIN000081,Money Market,0.694,USD,1,0,241135.34,0,0.171,0
TRD0002101,2025-01-25,2025-01-26,1,CPTY0078,Jones Inc,BR,ISIN000111,Corporate Bond,0.409,SGD,1,1,10439.67,0,0.185,0
TRD0002102,2026-03-16,2026-03-19,3,CPTY0016,James Group,IN,ISIN000213,Money Market,0.678,EUR,1,1,113359.07,0,0.228,1
TRD0002103,2024-09-04,2024-09-07,3,CPTY0078,Jones Inc,BR,ISIN000255,ETF,0.494,BRL,1,1,12815.83,0,0.0,0
TRD0002104,2026-01-17,2026-01-18,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000173,Government Bond,0.851,ZAR,1,1,185566.9,0,0.097,0
TRD0002105,2025-05-27,2025-05-29,2,CPTY0104,Nolan-Flynn,CH,ISIN000159,Corporate Bond,0.977,GBP,1,1,288752.1,0,0.132,0
TRD0002106,2024-09-01,2024-09-03,2,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000218,ADR,0.699,EUR,0,1,24320.36,0,0.151,0
TRD0002107,2025-06-01,2025-06-03,2,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000139,Corporate Bond,0.747,ZAR,1,1,31157.49,0,0.227,0
TRD0002108,2025-10-12,2025-10-13,1,CPTY0033,Frazier Inc,JP,ISIN000080,ETF,0.655,CHF,1,1,11152.4,0,0.351,0
TRD0002109,2026-04-01,2026-04-02,1,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000279,ADR,0.64,EUR,1,1,25465.66,0,0.078,0
TRD0002110,2024-11-19,2024-11-21,2,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000075,Government Bond,0.742,JPY,1,1,129541.28,0,0.074,1
TRD0002111,2025-08-29,2025-08-31,2,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000275,Government Bond,0.816,JPY,1,1,242788.45,0,0.274,0
TRD0002112,2025-02-15,2025-02-16,1,CPTY0114,Torres-Pope,US,ISIN000233,ADR,0.936,BRL,0,1,79756.96,1,0.417,1
TRD0002113,2025-03-08,2025-03-09,1,CPTY0042,Rodriguez LLC,SG,ISIN000071,ADR,0.725,AUD,1,1,2533.97,0,0.062,0
TRD0002114,2024-09-19,2024-09-22,3,CPTY0054,Jones Inc,JP,ISIN000083,Equity,0.974,SGD,1,1,26246.15,0,0.074,0
TRD0002115,2024-09-02,2024-09-03,1,CPTY0026,Baker and Sons,SG,ISIN000282,ADR,0.83,GBP,1,1,107273.04,0,0.095,0
TRD0002116,2025-03-13,2025-03-14,1,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000099,Corporate Bond,0.671,BRL,1,1,702166.22,0,0.385,0
TRD0002117,2025-11-27,2025-11-29,2,CPTY0011,Dudley Group,US,ISIN000023,ADR,0.752,JPY,0,1,89797.44,0,0.237,0
TRD0002118,2025-02-16,2025-02-19,3,CPTY0115,Walker Ltd,UK,ISIN000068,ETF,0.348,INR,1,1,99081.93,0,0.09,0
TRD0002119,2025-02-25,2025-02-26,1,CPTY0036,Smith-Bowen,UK,ISIN000100,Equity,0.777,JPY,1,1,14931.38,0,0.18,0
TRD0002120,2025-06-13,2025-06-14,1,CPTY0031,Carlson-Cruz,SG,ISIN000206,ADR,0.851,USD,1,0,758103.14,1,0.202,0
TRD0002121,2025-10-13,2025-10-16,3,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000212,Money Market,0.317,EUR,0,1,125512.7,1,0.206,1
TRD0002122,2026-01-10,2026-01-11,1,CPTY0088,Suarez LLC,SG,ISIN000132,ADR,0.921,ZAR,1,1,753086.35,0,0.069,0
TRD0002123,2025-05-28,2025-05-31,3,CPTY0018,"Adams, Zuniga and Wong",US,ISIN000284,Government Bond,0.759,INR,0,1,26401.87,0,0.142,0
TRD0002124,2024-11-08,2024-11-09,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000150,Equity,0.828,EUR,1,1,68789.49,0,0.205,0
TRD0002125,2025-12-19,2025-12-21,2,CPTY0082,Donovan-Harris,AU,ISIN000135,ETF,0.735,EUR,1,1,107806.7,0,0.118,0
TRD0002126,2025-06-11,2025-06-14,3,CPTY0108,Hancock and Sons,AU,ISIN000024,ADR,0.861,EUR,1,1,8016.09,0,0.111,0
TRD0002127,2025-04-01,2025-04-02,1,CPTY0039,"Romero, Gonzalez and Brooks",AU,ISIN000238,Equity,0.459,JPY,1,1,1069700.13,0,0.226,0
TRD0002128,2025-06-14,2025-06-16,2,CPTY0026,Baker and Sons,SG,ISIN000190,ADR,0.755,CHF,1,1,58703.22,0,0.12,0
TRD0002129,2024-08-03,2024-08-04,1,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000149,Corporate Bond,0.72,INR,1,1,131107.04,0,0.306,0
TRD0002130,2026-01-17,2026-01-18,1,CPTY0118,May-Ross,BR,ISIN000217,ETF,0.746,EUR,1,1,18625.31,0,0.202,0
TRD0002131,2026-05-08,2026-05-09,1,CPTY0040,Ryan PLC,AU,ISIN000221,Money Market,0.666,USD,1,0,32437.34,0,0.339,1
TRD0002132,2026-06-10,2026-06-11,1,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000035,Corporate Bond,0.667,AUD,0,1,49904.44,0,0.194,0
TRD0002133,2025-04-01,2025-04-04,3,CPTY0034,"Dyer, Potter and Mack",AU,ISIN000087,Government Bond,0.495,AUD,1,1,231691.36,0,0.347,0
TRD0002134,2025-10-22,2025-10-24,2,CPTY0099,Walsh LLC,EU,ISIN000209,Equity,0.328,EUR,1,1,74892.03,0,0.0,0
TRD0002135,2025-06-04,2025-06-05,1,CPTY0066,Williams PLC,EU,ISIN000128,ADR,0.713,USD,1,0,91349.13,0,0.37,0
TRD0002136,2025-01-31,2025-02-01,1,CPTY0116,Ross LLC,EU,ISIN000214,Equity,0.859,GBP,1,1,61492.6,0,0.477,0
TRD0002137,2025-11-10,2025-11-13,3,CPTY0107,Dickson-Brady,BR,ISIN000084,Corporate Bond,0.899,GBP,1,1,32285.63,0,0.22,0
TRD0002138,2026-03-08,2026-03-09,1,CPTY0010,Blair PLC,BR,ISIN000027,Corporate Bond,0.862,AUD,1,1,13127.05,0,0.0,0
TRD0002139,2024-08-15,2024-08-17,2,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000202,Corporate Bond,0.621,ZAR,1,1,414842.09,0,0.147,0
TRD0002140,2024-08-29,2024-08-30,1,CPTY0095,Harris-Walters,BR,ISIN000284,Government Bond,0.759,EUR,1,1,23756.22,1,0.118,1
TRD0002141,2025-12-05,2025-12-06,1,CPTY0025,Wilkerson-Day,CH,ISIN000168,ETF,0.833,AUD,1,1,487679.49,0,0.173,0
TRD0002142,2025-11-09,2025-11-10,1,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000268,Corporate Bond,0.677,EUR,1,1,399966.52,0,0.082,0
TRD0002143,2025-05-13,2025-05-15,2,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000083,Equity,0.974,SGD,1,1,76461.58,0,0.035,0
TRD0002144,2025-04-10,2025-04-12,2,CPTY0038,Harrell LLC,UK,ISIN000056,ETF,0.809,CHF,1,1,85425.69,1,0.1,1
TRD0002145,2025-08-04,2025-08-06,2,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000102,Government Bond,0.564,INR,1,1,94725.9,0,0.259,0
TRD0002146,2026-03-16,2026-03-18,2,CPTY0096,Wagner-King,ZA,ISIN000264,Money Market,0.772,GBP,1,1,1414056.46,1,0.062,0
TRD0002147,2026-02-04,2026-02-05,1,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000047,Government Bond,0.772,GBP,0,1,361422.16,0,0.237,0
TRD0002148,2025-12-11,2025-12-14,3,CPTY0088,Suarez LLC,SG,ISIN000276,Government Bond,0.615,USD,1,0,29476.16,0,0.116,0
TRD0002149,2024-11-03,2024-11-04,1,CPTY0069,Hancock Inc,JP,ISIN000069,Corporate Bond,0.712,EUR,1,1,78067.61,1,0.093,0
TRD0002150,2024-07-26,2024-07-28,2,CPTY0108,Hancock and Sons,AU,ISIN000118,ETF,0.663,ZAR,1,1,2648.68,0,0.155,1
TRD0002151,2024-10-20,2024-10-22,2,CPTY0035,Rodriguez-Graham,UK,ISIN000116,Corporate Bond,0.879,ZAR,1,1,124099.2,0,0.096,0
TRD0002152,2026-04-22,2026-04-25,3,CPTY0094,Campbell-Clark,ZA,ISIN000110,Money Market,0.51,INR,1,1,180353.37,1,0.375,1
TRD0002153,2025-10-16,2025-10-17,1,CPTY0116,Ross LLC,EU,ISIN000129,Equity,0.837,ZAR,1,1,532452.67,0,0.406,0
TRD0002154,2025-12-10,2025-12-12,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000096,ADR,0.754,AUD,1,1,13442.19,0,0.182,0
TRD0002155,2026-02-28,2026-03-02,2,CPTY0105,Nolan and Sons,BR,ISIN000276,Government Bond,0.615,USD,1,0,51848.43,0,0.095,0
TRD0002156,2025-06-07,2025-06-10,3,CPTY0045,Spence PLC,IN,ISIN000254,Corporate Bond,0.961,GBP,1,1,88768.81,0,0.202,0
TRD0002157,2024-07-29,2024-07-31,2,CPTY0061,Powell LLC,UK,ISIN000237,Equity,0.922,INR,1,1,84424.07,0,0.148,0
TRD0002158,2024-10-08,2024-10-09,1,CPTY0003,Davis and Sons,JP,ISIN000258,Government Bond,0.682,SGD,1,1,509370.2,0,0.22,0
TRD0002159,2024-08-23,2024-08-25,2,CPTY0020,Gray-Mayo,JP,ISIN000109,Corporate Bond,0.757,USD,1,0,104442.43,0,0.129,0
TRD0002160,2025-01-01,2025-01-02,1,CPTY0112,"Rodriguez, Brennan and Garrison",ZA,ISIN000113,Money Market,0.795,CHF,1,1,45335.34,0,0.313,0
TRD0002161,2026-02-26,2026-03-01,3,CPTY0076,"Woods, Calhoun and Schmidt",EU,ISIN000281,Corporate Bond,0.785,AUD,1,1,41835.56,0,0.156,0
TRD0002162,2025-11-15,2025-11-16,1,CPTY0058,Lee-Davis,SG,ISIN000184,Corporate Bond,0.84,BRL,1,1,7978.77,0,0.107,0
TRD0002163,2025-04-12,2025-04-15,3,CPTY0085,Smith PLC,US,ISIN000005,Money Market,0.964,ZAR,0,1,17855.38,0,0.061,0
TRD0002164,2025-04-09,2025-04-12,3,CPTY0107,Dickson-Brady,BR,ISIN000197,Money Market,0.737,ZAR,1,1,35994.28,0,0.207,0
TRD0002165,2025-04-25,2025-04-26,1,CPTY0015,Galloway-Wyatt,JP,ISIN000213,Money Market,0.678,AUD,1,1,21877.06,0,0.104,0
TRD0002166,2025-09-15,2025-09-17,2,CPTY0010,Blair PLC,BR,ISIN000097,ADR,0.832,BRL,1,1,90919.61,0,0.0,0
TRD0002167,2024-07-27,2024-07-30,3,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000249,Government Bond,0.741,ZAR,1,1,52382.96,0,0.133,0
TRD0002168,2025-10-14,2025-10-15,1,CPTY0030,Burton Ltd,AU,ISIN000249,Government Bond,0.741,SGD,1,1,77603.38,0,0.173,0
TRD0002169,2024-10-29,2024-11-01,3,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000190,ADR,0.755,JPY,1,1,341464.85,0,0.227,0
TRD0002170,2025-12-11,2025-12-13,2,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000023,ADR,0.752,AUD,1,1,29195.51,1,0.213,1
TRD0002171,2025-06-16,2025-06-19,3,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000236,Government Bond,0.772,SGD,1,1,79177.29,0,0.085,0
TRD0002172,2025-04-16,2025-04-17,1,CPTY0025,Wilkerson-Day,CH,ISIN000010,ADR,0.884,BRL,1,1,728817.71,1,0.064,0
TRD0002173,2025-04-16,2025-04-18,2,CPTY0042,Rodriguez LLC,SG,ISIN000089,Money Market,0.622,USD,1,0,95913.89,0,0.057,1
TRD0002174,2025-06-11,2025-06-12,1,CPTY0068,Russell Group,AU,ISIN000285,Money Market,0.869,GBP,1,1,14768.16,0,0.0,0
TRD0002175,2026-02-14,2026-02-16,2,CPTY0111,"Shields, Cochran and Adams",IN,ISIN000228,Corporate Bond,0.888,INR,1,1,1565182.91,0,0.196,0
TRD0002176,2024-08-30,2024-09-01,2,CPTY0037,"Baker, Mason and White",BR,ISIN000012,ADR,0.812,GBP,1,1,34812.26,0,0.032,0
TRD0002177,2025-09-20,2025-09-21,1,CPTY0031,Carlson-Cruz,SG,ISIN000253,Government Bond,0.662,INR,1,1,12444.13,1,0.159,1
TRD0002178,2024-10-16,2024-10-17,1,CPTY0003,Davis and Sons,JP,ISIN000248,Corporate Bond,0.832,JPY,1,1,155525.99,0,0.204,0
TRD0002179,2025-08-17,2025-08-18,1,CPTY0110,Patton-Jenkins,EU,ISIN000072,ADR,0.694,CHF,1,1,1361.67,0,0.032,0
TRD0002180,2025-04-13,2025-04-14,1,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000287,Government Bond,0.674,BRL,1,1,39635.25,0,0.222,0
TRD0002181,2025-05-07,2025-05-08,1,CPTY0013,"Mcclure, Ward and Lee",UK,ISIN000157,Equity,0.841,BRL,1,1,1141505.44,0,0.073,0
TRD0002182,2025-03-03,2025-03-06,3,CPTY0118,May-Ross,BR,ISIN000034,Money Market,0.644,SGD,1,1,14036.27,0,0.175,0
TRD0002183,2025-11-18,2025-11-20,2,CPTY0012,Arnold Ltd,US,ISIN000188,Money Market,0.871,JPY,0,1,56226.09,0,0.187,0
TRD0002184,2025-02-03,2025-02-04,1,CPTY0060,"Brown, Valdez and Lucas",JP,ISIN000249,Government Bond,0.741,INR,1,1,4865.97,0,0.207,0
TRD0002185,2025-01-11,2025-01-13,2,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000118,ETF,0.663,ZAR,1,1,36556.53,1,0.217,1
TRD0002186,2024-09-28,2024-09-30,2,CPTY0032,"Ferrell, Rice and Maddox",EU,ISIN000173,Government Bond,0.851,EUR,1,1,52008.01,0,0.168,0
TRD0002187,2024-07-22,2024-07-24,2,CPTY0091,"Smith, Montoya and Evans",CH,ISIN000248,Corporate Bond,0.832,INR,1,1,32457.6,0,0.195,0
TRD0002188,2026-01-24,2026-01-25,1,CPTY0054,Jones Inc,JP,ISIN000231,Corporate Bond,0.84,EUR,1,1,149603.67,0,0.022,0
TRD0002189,2024-11-23,2024-11-25,2,CPTY0067,Novak and Sons,AU,ISIN000042,Money Market,0.632,USD,1,0,135897.39,0,0.218,0
TRD0002190,2025-07-24,2025-07-25,1,CPTY0057,"Johnston, Sanchez and Kennedy",JP,ISIN000218,ADR,0.699,SGD,1,1,326841.28,0,0.195,0
TRD0002191,2025-08-08,2025-08-10,2,CPTY0099,Walsh LLC,EU,ISIN000132,ADR,0.921,USD,1,0,3359.69,0,0.128,0
TRD0002192,2025-04-28,2025-04-30,2,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000078,ADR,0.758,BRL,1,1,1026353.35,0,0.031,0
TRD0002193,2026-06-11,2026-06-12,1,CPTY0025,Wilkerson-Day,CH,ISIN000041,Equity,0.67,EUR,1,1,6242.22,0,0.107,0
TRD0002194,2025-09-11,2025-09-13,2,CPTY0000,"Rodriguez, Figueroa and Sanchez",UK,ISIN000183,Government Bond,0.556,ZAR,1,1,34815.44,0,0.081,0
TRD0002195,2024-10-01,2024-10-04,3,CPTY0070,Gray Group,SG,ISIN000134,Equity,0.631,CHF,1,1,68042.61,0,0.009,0
TRD0002196,2025-01-21,2025-01-23,2,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000138,Equity,0.82,BRL,1,1,507993.83,1,0.259,0
TRD0002197,2026-02-23,2026-02-24,1,CPTY0080,"Sanchez, Wheeler and Harvey",IN,ISIN000136,ADR,0.759,INR,1,1,4216.42,0,0.0,1
TRD0002198,2025-01-20,2025-01-21,1,CPTY0005,"Gardner, Robinson and Lawrence",EU,ISIN000206,ADR,0.851,AUD,1,1,47342.75,0,0.222,0
TRD0002199,2025-12-30,2025-12-31,1,CPTY0077,Yu Inc,ZA,ISIN000021,ETF,0.884,JPY,1,1,273138.36,0,0.199,0
TRD0002200,2025-06-13,2025-06-15,2,CPTY0009,Abbott-Munoz,CH,ISIN000226,ADR,0.732,AUD,1,1,56533.96,1,0.057,1
TRD0002201,2024-12-15,2024-12-17,2,CPTY0040,Ryan PLC,AU,ISIN000156,Money Market,0.39,ZAR,1,1,19898.61,0,0.359,0
TRD0002202,2025-10-20,2025-10-22,2,CPTY0048,Hickman Ltd,UK,ISIN000247,Government Bond,0.713,INR,1,1,100497.45,0,0.044,0
TRD0002203,2025-02-08,2025-02-11,3,CPTY0040,Ryan PLC,AU,ISIN000223,Government Bond,0.727,AUD,1,1,262425.06,0,0.286,0
TRD0002204,2025-12-23,2025-12-26,3,CPTY0090,"Turner, Riggs and Roman",JP,ISIN000092,Money Market,0.967,INR,1,1,40133.25,0,0.06,0
TRD0002205,2026-06-13,2026-06-14,1,CPTY0022,Perez Inc,BR,ISIN000109,Corporate Bond,0.757,EUR,1,1,100145.91,0,0.233,0
TRD0002206,2025-07-18,2025-07-21,3,CPTY0092,"Garcia, Humphrey and Baker",AU,ISIN000296,Corporate Bond,0.886,JPY,1,1,315596.44,0,0.09,0
TRD0002207,2024-12-04,2024-12-05,1,CPTY0024,"Walter, Edwards and Rios",ZA,ISIN000214,Equity,0.859,AUD,1,1,88510.0,0,0.215,0
TRD0002208,2024-10-05,2024-10-06,1,CPTY0064,Baxter Inc,ZA,ISIN000281,Corporate Bond,0.785,CHF,1,1,642304.83,0,0.239,0
TRD0002209,2024-10-15,2024-10-17,2,CPTY0084,"Evans, Stewart and Walton",JP,ISIN000284,Government Bond,0.759,BRL,1,1,69118.1,0,0.139,0
TRD0002210,2026-04-25,2026-04-26,1,CPTY0032,"Ferrell, Rice and Maddox",EU,ISIN000153,Equity,0.701,EUR,1,1,7467.33,0,0.155,0
TRD0002211,2024-08-28,2024-08-29,1,CPTY0073,"Stanley, Tucker and Lee",EU,ISIN000054,Equity,0.566,GBP,1,1,718048.98,0,0.044,0
TRD0002212,2025-06-18,2025-06-20,2,CPTY0116,Ross LLC,EU,ISIN000034,Money Market,0.644,GBP,1,1,237185.05,0,0.372,1
TRD0002213,2024-11-13,2024-11-16,3,CPTY0078,Jones Inc,BR,ISIN000025,Government Bond,0.659,SGD,1,1,124006.32,0,0.115,0
TRD0002214,2026-05-31,2026-06-01,1,CPTY0108,Hancock and Sons,AU,ISIN000157,Equity,0.841,CHF,1,1,20225.09,0,0.288,0
TRD0002215,2026-01-07,2026-01-09,2,CPTY0088,Suarez LLC,SG,ISIN000126,ETF,0.629,JPY,1,1,152312.11,0,0.094,0
TRD0002216,2025-06-12,2025-06-13,1,CPTY0021,"Watts, Robinson and Nguyen",IN,ISIN000264,Money Market,0.772,EUR,1,1,289094.23,0,0.102,0
TRD0002217,2024-09-08,2024-09-10,2,CPTY0043,Allen-Allen,US,ISIN000075,Government Bond,0.742,JPY,0,1,458451.59,0,0.266,0
TRD0002218,2026-03-23,2026-03-25,2,CPTY0082,Donovan-Harris,AU,ISIN000121,Equity,0.678,JPY,1,1,40601.78,0,0.066,0
TRD0002219,2025-12-13,2025-12-16,3,CPTY0082,Donovan-Harris,AU,ISIN000014,Government Bond,0.858,AUD,1,1,9156.23,0,0.153,0
TRD0002220,2026-04-19,2026-04-20,1,CPTY0030,Burton Ltd,AU,ISIN000271,Equity,0.467,SGD,1,1,27220.42,1,0.269,1
TRD0002221,2025-03-07,2025-03-08,1,CPTY0079,"Hensley, Powell and David",SG,ISIN000201,Equity,0.617,ZAR,1,1,15805.2,0,0.037,0
TRD0002222,2025-12-02,2025-12-03,1,CPTY0088,Suarez LLC,SG,ISIN000099,Corporate Bond,0.671,INR,1,1,436676.71,0,0.103,0
TRD0002223,2025-03-28,2025-03-30,2,CPTY0056,"Washington, Ryan and Cummings",US,ISIN000145,ETF,0.618,ZAR,0,1,2628.2,0,0.138,0
TRD0002224,2026-01-04,2026-01-06,2,CPTY0078,Jones Inc,BR,ISIN000084,Corporate Bond,0.899,GBP,1,1,19122.15,0,0.038,0
TRD0002225,2024-08-21,2024-08-23,2,CPTY0064,Baxter Inc,ZA,ISIN000023,ADR,0.752,USD,1,0,17780.35,0,0.126,0
TRD0002226,2025-09-02,2025-09-04,2,CPTY0106,"Wright, Garcia and Deleon",CH,ISIN000277,Money Market,0.659,USD,1,0,248129.14,0,0.284,0
TRD0002227,2025-08-27,2025-08-29,2,CPTY0011,Dudley Group,US,ISIN000252,Government Bond,0.707,SGD,0,1,425941.87,0,0.231,0
TRD0002228,2025-02-12,2025-02-14,2,CPTY0086,"Ferrell, Jones and Lewis",AU,ISIN000250,Equity,0.609,INR,1,1,3460.92,0,0.391,0
TRD0002229,2026-05-25,2026-05-27,2,CPTY0053,"Robinson, Jones and Welch",CH,ISIN000187,ADR,0.766,GBP,1,1,48148.85,0,0.173,0
TRD0002230,2025-02-19,2025-02-22,3,CPTY0062,Wright and Sons,BR,ISIN000004,ETF,0.6,ZAR,1,1,302515.74,0,0.123,0
TRD0002231,2026-04-24,2026-04-25,1,CPTY0119,"Rivera, Johnson and Wiley",CH,ISIN000284,Government Bond,0.759,GBP,1,1,25801.5,0,0.202,0
TRD0002232,2024-11-01,2024-11-02,1,CPTY0062,Wright and Sons,BR,ISIN000250,Equity,0.609,SGD,1,1,242247.69,0,0.164,0
TRD0002233,2026-01-05,2026-01-08,3,CPTY0025,Wilkerson-Day,CH,ISIN000139,Corporate Bond,0.747,ZAR,1,1,27610.39,0,0.126,0
TRD0002234,2026-01-04,2026-01-06,2,CPTY0006,Blake and Sons,UK,ISIN000262,Equity,0.864,AUD,1,1,36656.82,0,0.097,0
TRD0002235,2026-06-22,2026-06-24,2,CPTY0103,"Tran, Jordan and Williams",SG,ISIN000118,ETF,0.663,SGD,1,1,11255.24,0,0.092,0
TRD0002236,2025-12-27,2025-12-29,2,CPTY0078,Jones Inc,BR,ISIN000086,Equity,0.705,ZAR,1,1,488548.11,0,0.0,0
TRD0002237,2025-11-09,2025-11-12,3,CPTY0071,House-Glover,UK,ISIN000060,Corporate Bond,0.841,JPY,1,1,86782.82,0,0.096,0
TRD0002238,2024-11-14,2024-11-15,1,CPTY0062,Wright and Sons,BR,ISIN000125,ETF,0.576,SGD,1,1,8418.61,1,0.134,1
TRD0002239,2026-03-10,2026-03-11,1,CPTY0027,"Hoffman, Baker and Richards",US,ISIN000173,Government Bond,0.851,CHF,0,1,1039.19,0,0.28,0
TRD0002240,2025-04-08,2025-04-10,2,CPTY0117,Rasmussen LLC,EU,ISIN000053,Equity,0.501,GBP,1,1,3283393.46,0,0.293,0
TRD0002241,2025-08-01,2025-08-02,1,CPTY0001,Doyle Ltd,US,ISIN000256,Money Market,0.693,SGD,0,1,72598.27,1,0.114,1
TRD0002242,2024-12-23,2024-12-25,2,CPTY0083,"Edwards, Baker and Anderson",US,ISIN000027,Corporate Bond,0.862,BRL,0,1,11041.2,0,0.0,0
